1,115858,CDP,,,,,,,,,,,,,,,,,,,,,0,
2,115900,LDAP,192.*.10.50,192.*.10.3,33898,389,403,1,1,,,,,,,,,,,,,,0,
3,115900,TCP,192.*.10.50,192.*.10.3,33898,389,403,1,1,,,,,,,,,,,,,,0,
4,115900,LDAP,192.*.10.3,192.*.10.50,389,33898,316,1,404,,,,,,,,,,,,,,0,
5,115900,TCP,192.*.10.3,192.*.10.50,389,33898,316,1,404,,,,,,,,,,,,,,0,
6,115900,TCP,192.*.10.50,192.*.10.3,33898,389,0,404,317,,,,,,,,,,,,,,0,
7,115900,TCP,192.*.10.50,192.*.10.3,33898,389,0,404,317,,,,,,,,,,,,,,0,
8,115900,LDAP,192.*.10.50,192.*.10.3,33904,389,403,1,1,,,,,,,,,,,,,,0,
9,115900,TCP,192.*.10.50,192.*.10.3,33904,389,403,1,1,,,,,,,,,,,,,,0,
10,115900,LDAP,192.*.10.3,192.*.10.50,389,33904,316,1,404,,,,,,,,,,,,,,0,
11,115900,TCP,192.*.10.3,192.*.10.50,389,33904,316,1,404,,,,,,,,,,,,,,0,
12,115900,TCP,192.*.10.50,192.*.10.3,33904,389,0,404,317,,,,,,,,,,,,,,0,
13,115900,TCP,192.*.10.50,192.*.10.3,33904,389,0,404,317,,,,,,,,,,,,,,0,
14,115902,CDP,,,,,,,,,,,,,,,,,,,,,0,
15,115902,CDP,,,,,,,,,,,,,,,,,,,,,0,
16,115905,ARP,,,,,,,,,,,,,,,,,,,,,0,
17,115905,ARP,,,,,,,,,,,,,,,,,,,,,0,
18,115905,ARP,,,,,,,,,,,,,,,,,,,,,0,
19,115905,ARP,,,,,,,,,,,,,,,,,,,,,0,
20,115910,CDP,,,,,,,,,,,,,,,,,,,,,0,
21,115912,CDP,,,,,,,,,,,,,,,,,,,,,0,
22,115916,LDAP,192.*.10.50,192.*.10.3,33898,389,403,404,317,,,,,,,,,,,,,,0,
23,115916,TCP,192.*.10.50,192.*.10.3,33898,389,403,404,317,,,,,,,,,,,,,,0,
24,115916,LDAP,192.*.10.3,192.*.10.50,389,33898,316,317,807,,,,,,,,,,,,,,0,
25,115916,TCP,192.*.10.3,192.*.10.50,389,33898,316,317,807,,,,,,,,,,,,,,0,
26,115916,TCP,192.*.10.50,192.*.10.3,33898,389,0,807,633,,,,,,,,,,,,,,0,
27,115916,TCP,192.*.10.50,192.*.10.3,33898,389,0,807,633,,,,,,,,,,,,,,0,
28,115916,LDAP,192.*.10.50,192.*.10.3,33904,389,403,404,317,,,,,,,,,,,,,,0,
29,115916,TCP,192.*.10.50,192.*.10.3,33904,389,403,404,317,,,,,,,,,,,,,,0,
30,115916,LDAP,192.*.10.3,192.*.10.50,389,33904,316,317,807,,,,,,,,,,,,,,0,
31,115916,TCP,192.*.10.3,192.*.10.50,389,33904,316,317,807,,,,,,,,,,,,,,0,
32,115916,TCP,192.*.10.50,192.*.10.3,33904,389,0,807,633,,,,,,,,,,,,,,0,
33,115916,TCP,192.*.10.50,192.*.10.3,33904,389,0,807,633,,,,,,,,,,,,,,0,
34,115917,DNS,192.*.10.14,192.*.10.3,,,,,,59555,53,59,,,,,,,,,,,0,
35,115917,DNS,192.*.10.14,192.*.10.3,,,,,,59555,53,59,,,,,,,,,,,0,
36,115917,DNS,192.*.10.3,192.*.10.14,,,,,,53,59555,169,,,,,,,,,,,0,
37,115917,DNS,192.*.10.3,192.*.10.14,,,,,,53,59555,169,,,,,,,,,,,0,
38,115917,TCP,192.*.10.14,65.*.44.109,59135,443,0,0,0,,,,,,,,,,,,,,0,
39,115917,TCP,65.*.44.109,192.*.10.14,443,59135,0,0,1,,,,,,,,,,,,,,0,
40,115917,TCP,192.*.10.14,65.*.44.109,59135,443,0,1,1,,,,,,,,,,,,,,0,
41,115917,TLSv1.2,192.*.10.14,65.*.44.109,59135,443,210,1,1,,,,,,,,,,,,,,0,
42,115917,TCP,65.*.44.109,192.*.10.14,443,59135,1460,1,211,,,,,,,,,,,,,,0,
43,115917,TCP,65.*.44.109,192.*.10.14,443,59135,1460,1461,211,,,,,,,,,,,,,,0,
44,115917,TLSv1.2,65.*.44.109,192.*.10.14,443,59135,847,2921,211,,,,,,,,,,,,,,0,
45,115917,TCP,192.*.10.14,65.*.44.109,59135,443,0,211,2921,,,,,,,,,,,,,,0,
46,115917,TLSv1.2,192.*.10.14,65.*.44.109,59135,443,182,211,3768,,,,,,,,,,,,,,0,
47,115917,TLSv1.2,65.*.44.109,192.*.10.14,443,59135,107,3768,393,,,,,,,,,,,,,,0,
48,115917,TLSv1.2,192.*.10.14,65.*.44.109,59135,443,821,393,3875,,,,,,,,,,,,,,0,
49,115917,TLSv1.2,192.*.10.14,65.*.44.109,59135,443,1093,1214,3875,,,,,,,,,,,,,,0,
50,115917,TCP,65.*.44.109,192.*.10.14,443,59135,0,3875,2307,,,,,,,,,,,,,,0,
51,115917,TLSv1.2,65.*.44.109,192.*.10.14,443,59135,341,3875,2307,,,,,,,,,,,,,,0,
52,115917,TCP,192.*.10.14,65.*.44.109,59135,443,0,2307,4216,,,,,,,,,,,,,,0,
53,115921,ARP,,,,,,,,,,,,,,,,,,,,,0,
54,115921,ARP,,,,,,,,,,,,,,,,,,,,,0,
55,115921,ARP,,,,,,,,,,,,,,,,,,,,,0,
56,115921,ARP,,,,,,,,,,,,,,,,,,,,,0,
57,115922,CDP,,,,,,,,,,,,,,,,,,,,,0,
58,115922,ARP,,,,,,,,,,,,,,,,,,,,,0,
59,115922,ARP,,,,,,,,,,,,,,,,,,,,,0,
60,115922,ARP,,,,,,,,,,,,,,,,,,,,,0,
61,115922,ARP,,,,,,,,,,,,,,,,,,,,,0,
62,115922,CDP,,,,,,,,,,,,,,,,,,,,,0,
63,115924,CDP,,,,,,,,,,,,,,,,,,,,,0,
64,115930,CDP,,,,,,,,,,,,,,,,,,,,,0,
65,115932,LDAP,192.*.10.50,192.*.10.3,33898,389,403,807,633,,,,,,,,,,,,,,0,
66,115932,TCP,192.*.10.50,192.*.10.3,33898,389,403,807,633,,,,,,,,,,,,,,0,
67,115932,LDAP,192.*.10.3,192.*.10.50,389,33898,316,633,1210,,,,,,,,,,,,,,0,
68,115932,TCP,192.*.10.3,192.*.10.50,389,33898,316,633,1210,,,,,,,,,,,,,,0,
69,115932,TCP,192.*.10.50,192.*.10.3,33898,389,0,1210,949,,,,,,,,,,,,,,0,
70,115932,TCP,192.*.10.50,192.*.10.3,33898,389,0,1210,949,,,,,,,,,,,,,,0,
71,115932,LDAP,192.*.10.50,192.*.10.3,33904,389,403,807,633,,,,,,,,,,,,,,0,
72,115932,TCP,192.*.10.50,192.*.10.3,33904,389,403,807,633,,,,,,,,,,,,,,0,
73,115932,LDAP,192.*.10.3,192.*.10.50,389,33904,316,633,1210,,,,,,,,,,,,,,0,
74,115932,TCP,192.*.10.3,192.*.10.50,389,33904,316,633,1210,,,,,,,,,,,,,,0,
75,115932,TCP,192.*.10.50,192.*.10.3,33904,389,0,1210,949,,,,,,,,,,,,,,0,
76,115932,TCP,192.*.10.50,192.*.10.3,33904,389,0,1210,949,,,,,,,,,,,,,,0,
77,115948,CDP,,,,,,,,,,,,,,,,,,,,,0,
78,115948,LDAP,192.*.10.50,192.*.10.3,33898,389,403,1210,949,,,,,,,,,,,,,,0,
79,115948,TCP,192.*.10.50,192.*.10.3,33898,389,403,1210,949,,,,,,,,,,,,,,0,
80,115948,LDAP,192.*.10.3,192.*.10.50,389,33898,316,949,1613,,,,,,,,,,,,,,0,
81,115948,TCP,192.*.10.3,192.*.10.50,389,33898,316,949,1613,,,,,,,,,,,,,,0,
82,115948,TCP,192.*.10.50,192.*.10.3,33898,389,0,1613,1265,,,,,,,,,,,,,,0,
83,115948,TCP,192.*.10.50,192.*.10.3,33898,389,0,1613,1265,,,,,,,,,,,,,,0,
84,115948,LDAP,192.*.10.50,192.*.10.3,33904,389,403,1210,949,,,,,,,,,,,,,,0,
85,115948,TCP,192.*.10.50,192.*.10.3,33904,389,403,1210,949,,,,,,,,,,,,,,0,
86,115948,LDAP,192.*.10.3,192.*.10.50,389,33904,316,949,1613,,,,,,,,,,,,,,0,
87,115948,TCP,192.*.10.3,192.*.10.50,389,33904,316,949,1613,,,,,,,,,,,,,,0,
88,115948,TCP,192.*.10.50,192.*.10.3,33904,389,0,1613,1265,,,,,,,,,,,,,,0,
89,115948,TCP,192.*.10.50,192.*.10.3,33904,389,0,1613,1265,,,,,,,,,,,,,,0,
90,115952,CDP,,,,,,,,,,,,,,,,,,,,,0,
91,115955,NTP,192.*.10.50,129.*.15.29,,,,,,123,123,56,,,,,,,,,,,0,
92,115955,NTP,129.*.15.29,192.*.10.50,,,,,,123,123,56,,,,,,,,,,,0,
93,115956,CDP,,,,,,,,,,,,,,,,,,,,,0,
94,120000,ARP,,,,,,,,,,,,,,,,,,,,,0,
95,120000,ARP,,,,,,,,,,,,,,,,,,,,,0,
96,120001,CDP,,,,,,,,,,,,,,,,,,,,,0,
97,120004,LDAP,192.*.10.50,192.*.10.3,33898,389,403,1613,1265,,,,,,,,,,,,,,0,
98,120004,TCP,192.*.10.50,192.*.10.3,33898,389,403,1613,1265,,,,,,,,,,,,,,0,
99,120004,LDAP,192.*.10.3,192.*.10.50,389,33898,316,1265,2016,,,,,,,,,,,,,,0,
